client_id,city,region,zip_code,registration_channel
CL01168,Красногорск,Москва и МО,104159,INTERNET
CL01169,Мытищи,Московская область,119148,VK
CL01170,Люберцы,Московская область,109356,INTERNET
CL01171,Подольск,Москва и МО,132778,INTERNET
CL01172,Москва,Москва и МО,193674,VK
CL01173,Реутов,Московская область,158059,VK
CL01174,Москва,Москва и МО,196380,VK
CL01175,Химки,Москва и МО,189318,INTERNET
CL01176,Красногорск,Москва и МО,195451,VK
CL01177,Мытищи,Москва и МО,183692,INTERNET
CL01178,Химки,Москва и МО,106827,VK
CL01179,Мытищи,Москва и МО,156906,INTERNET
CL01180,Москва,Москва и МО,136188,VK
CL01181,Реутов,Московская область,101170,VK
CL01182,Королёв,Московская область,120315,INTERNET
CL01183,Мытищи,Москва и МО,165525,VK
CL01184,Красногорск,Московская область,199557,VK
CL01185,Москва,Москва и МО,120174,VK
CL01186,Подольск,Москва и МО,141515,INTERNET
CL01187,Королёв,Московская область,102798,INTERNET
CL01188,Красногорск,Московская область,132859,VK
CL01189,Королёв,Московская область,173272,INTERNET
CL01190,Королёв,Москва и МО,124461,INTERNET
CL01191,Красногорск,Московская область,136087,VK
CL01192,Мытищи,Москва и МО,158901,INTERNET
CL01193,Люберцы,Москва и МО,159517,VK
CL01194,Реутов,Московская область,102453,INTERNET
CL01195,Химки,Москва и МО,108302,INTERNET
CL01196,Химки,Москва и МО,165214,VK
CL01197,Люберцы,Москва и МО,184004,INTERNET
CL01198,Мытищи,Москва и МО,186362,VK
CL01199,Москва,Московская область,117009,VK
CL01200,Москва,Москва и МО,163618,VK
